order_id,order_date,dt_month,country_code,channel_id,shop_id,warehouse_id,dest_warehouse,order_type,campaign_id,gmv,cost_promo_discount,cost_ad_spend,cost_refund,cost_front_total,cost_production,cost_freight,cost_warehouse,cost_commission,cost_other,cost_back_total,gross_margin_amt,gross_margin_pct,item_qty,sku_qty,created_at,paid_at,shipped_at,delivered_at,turnover_days
331,2025-06-10,2025-06,US,AMZ,SHOP_US,WH_EU_DE,WH_EU_DE,B2C_PROMO,,97.42,3.24,9.52,6.06,18.82,23.46,5.54,4.41,13.5,1.51,48.419999999999995,30.18,0.3098,1,1,2025-06-10,2025-06-10 01:00:00,2025-06-10 06:00:00,2025-06-14 04:00:00,23
332,2025-11-04,2025-11,UK,DTC,SHOP_EU,WH_US_EAST,WH_US_EAST,B2C_PROMO,,38.86,1.39,3.11,2.67,7.17,6.17,1.3,1.2,4.88,0.41,13.96,17.729999999999997,0.4563,3,2,2025-11-04,2025-11-04 01:00:00,2025-11-04 18:00:00,2025-11-07 09:00:00,25
333,2025-02-06,2025-02,US,AMZ,SHOP_EU,WH_UK,WH_EU_DE,B2C_MEMBER,,159.44,18.32,15.47,10.78,44.57,38.85,12.23,6.35,19.61,2.93,79.97,34.900000000000006,0.2189,4,3,2025-02-06,2025-02-06 01:00:00,2025-02-07 12:00:00,2025-02-14 09:00:00,22
334,2025-03-15,2025-03,US,DTC,SHOP_UK,WH_US_EAST,WH_US_WEST,B2C_STD,CAMP001,117.49,12.68,7.04,3.38,23.099999999999998,27.32,8.03,4.01,12.15,3.28,54.79,39.6,0.337,3,1,2025-03-15,2025-03-15 01:00:00,2025-03-16 22:00:00,2025-03-22 04:00:00,20
335,2025-02-17,2025-02,UK,DTC,SHOP_UK,WH_AU,WH_US_EAST,B2C_STD,CAMP001,244.24,27.04,15.45,13.43,55.919999999999995,55.96,15.36,6.34,33.52,7.24,118.42,69.90000000000002,0.2862,5,2,2025-02-17,2025-02-17 01:00:00,2025-02-18 12:00:00,2025-02-24 15:00:00,22
336,2025-02-15,2025-02,US,DTC,SHOP_US,WH_UK,WH_EU_DE,B2C_STD,,149.72,17.84,13.9,3.75,35.49,25.47,10.66,5.7,12.38,3.4,57.61,56.61999999999999,0.3782,5,3,2025-02-15,2025-02-15 00:00:00,2025-02-16 07:00:00,2025-02-22 09:00:00,15
337,2025-12-10,2025-12,FR,AMZ,SHOP_UK,WH_EU_DE,WH_AU,B2C_BUNDLE,,90.55,3.7,6.04,0.44,10.18,20.87,5.65,1.98,12.76,1.2,42.46000000000001,37.91,0.4187,5,2,2025-12-10,2025-12-10 00:00:00,2025-12-11 18:00:00,2025-12-16 21:00:00,20
338,2025-10-15,2025-10,US,DTC,SHOP_US,WH_AU,WH_EU_DE,B2C_PROMO,,186.08,10.34,14.8,10.44,35.58,43.73,14.6,6.03,21.57,5.23,91.16000000000001,59.33999999999999,0.3189,2,1,2025-10-15,2025-10-15 01:00:00,2025-10-16 20:00:00,2025-10-23 12:00:00,23
339,2025-07-24,2025-07,UK,AMZ,SHOP_US,WH_UK,WH_US_WEST,B2C_STD,,89.73,7.8,4.28,0.07,12.15,16.05,5.9,3.27,9.68,1.82,36.720000000000006,40.85999999999999,0.4554,5,1,2025-07-24,2025-07-24 01:00:00,2025-07-25 22:00:00,2025-07-29 07:00:00,9
340,2025-03-08,2025-03,UK,AMZ,SHOP_UK,WH_EU_DE,WH_UK,B2C_STD,,228.93,15.65,14.03,7.49,37.17,56.14,17.45,7.57,26.28,2.99,110.42999999999999,81.33,0.3553,5,1,2025-03-08,2025-03-08 00:00:00,2025-03-09 19:00:00,2025-03-15 07:00:00,3
341,2025-07-30,2025-07,US,AMZ,SHOP_US,WH_US_EAST,WH_EU_DE,B2C_BUNDLE,,112.44,6.95,4.34,2.96,14.25,17.43,6.28,4.77,14.25,3.2,45.93000000000001,52.25999999999999,0.4648,2,1,2025-07-30,2025-07-30 01:00:00,2025-07-30 17:00:00,2025-08-05 17:00:00,3
342,2025-07-23,2025-07,UK,AMZ,SHOP_EU,WH_UK,WH_UK,B2C_STD,,150.97,8.42,6.71,8.37,23.5,24.91,5.41,6.77,12.21,3.8,53.1,74.37,0.4926,5,1,2025-07-23,2025-07-23 01:00:00,2025-07-23 16:00:00,2025-07-28 11:00:00,2
343,2025-04-05,2025-04,US,DTC,SHOP_UK,WH_EU_DE,WH_AU,B2C_PROMO,,41.13,3.26,1.24,2.52,7.02,8.38,2.32,1.77,5.8,1.01,19.28,14.829999999999998,0.3606,4,2,2025-04-05,2025-04-05 01:00:00,2025-04-05 12:00:00,2025-04-08 13:00:00,1
344,2025-07-09,2025-07,AU,DTC,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_MEMBER,CAMP003,123.75,9.6,4.05,3.01,16.659999999999997,25.69,4.5,2.62,13.77,2.99,49.57,57.52,0.4648,5,1,2025-07-09,2025-07-09 01:00:00,2025-07-09 19:00:00,2025-07-15 03:00:00,14
345,2025-06-26,2025-06,US,DTC,SHOP_UK,WH_AU,WH_US_EAST,B2C_STD,CAMP001,213.12,7.7,20.97,13.84,42.51,45.72,12.71,5.5,22.17,2.99,89.08999999999999,81.52000000000002,0.3825,5,1,2025-06-26,2025-06-26 01:00:00,2025-06-27 06:00:00,2025-07-03 02:00:00,17
346,2025-09-13,2025-09,US,AMZ,SHOP_US,WH_AU,WH_UK,B2C_STD,,207.24,13.92,9.73,4.87,28.52,31.44,11.22,7.48,18.58,2.95,71.67,107.05,0.5166,2,3,2025-09-13,2025-09-13 01:00:00,2025-09-13 16:00:00,2025-09-15 18:00:00,13
347,2025-09-20,2025-09,US,AMZ,SHOP_UK,WH_AU,WH_AU,B2C_PROMO,CAMP002,79.35,5.98,6.06,2.83,14.87,19.52,4.85,3.81,8.79,1.89,38.86,25.61999999999999,0.3229,4,1,2025-09-20,2025-09-20 01:00:00,2025-09-21 23:00:00,2025-09-24 06:00:00,19
348,2025-02-17,2025-02,AU,AMZ,SHOP_EU,WH_AU,WH_US_EAST,B2C_BUNDLE,,79.74,6.14,7.08,4.64,17.86,12.32,2.43,3.59,9.15,1.15,28.64,33.239999999999995,0.4169,3,3,2025-02-17,2025-02-17 01:00:00,2025-02-18 07:00:00,2025-02-19 07:00:00,23
349,2025-06-17,2025-06,UK,DTC,SHOP_US,WH_US_WEST,WH_US_EAST,B2C_PROMO,,209.81,8.6,14.38,11.63,34.61,34.47,8.34,9.5,22.71,3.94,78.96000000000001,96.23999999999998,0.4587,1,3,2025-06-17,2025-06-17 00:00:00,2025-06-17 21:00:00,2025-06-19 13:00:00,15
350,2025-09-17,2025-09,UK,AMZ,SHOP_UK,WH_UK,WH_US_EAST,B2C_MEMBER,,234.69,22.11,9.56,18.54,50.21,35.53,12.81,6.83,29.92,6.02,91.11,93.36999999999999,0.3978,4,3,2025-09-17,2025-09-17 00:00:00,2025-09-18 15:00:00,2025-09-25 07:00:00,27
351,2025-08-03,2025-08,US,DTC,SHOP_UK,WH_UK,WH_US_EAST,B2C_STD,CAMP003,50.98,1.15,4.13,0.92,6.199999999999999,10.54,3.95,1.68,5.58,1.31,23.06,21.720000000000002,0.426,3,2,2025-08-03,2025-08-03 01:00:00,2025-08-04 07:00:00,2025-08-08 18:00:00,25
352,2025-12-10,2025-12,DE,AMZ,SHOP_UK,WH_US_WEST,WH_EU_DE,B2C_PROMO,CAMP001,129.01,7.16,9.29,6.84,23.29,31.38,6.34,4.4,19.0,2.46,63.58,42.14,0.3266,4,2,2025-12-10,2025-12-10 01:00:00,2025-12-10 13:00:00,2025-12-13 09:00:00,14
353,2025-09-29,2025-09,US,AMZ,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_PROMO,CAMP001,104.24,10.22,8.46,5.08,23.759999999999998,22.58,5.34,2.58,12.71,2.69,45.9,34.57999999999999,0.3317,3,3,2025-09-29,2025-09-29 01:00:00,2025-09-30 19:00:00,2025-10-04 12:00:00,2
354,2025-04-01,2025-04,FR,DTC,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_BUNDLE,CAMP003,221.55,16.92,18.58,16.22,51.72,51.46,14.56,4.64,30.25,5.93,106.84,62.99000000000001,0.2843,3,2,2025-04-01,2025-04-01 01:00:00,2025-04-01 05:00:00,2025-04-03 12:00:00,7
355,2025-02-26,2025-02,US,AMZ,SHOP_UK,WH_AU,WH_AU,B2C_STD,CAMP001,48.38,2.23,4.75,0.61,7.590000000000001,7.32,2.91,2.34,4.24,1.12,17.930000000000003,22.859999999999996,0.4725,4,1,2025-02-26,2025-02-26 00:00:00,2025-02-26 10:00:00,2025-03-01 06:00:00,17
356,2025-09-23,2025-09,US,DTC,SHOP_US,WH_US_EAST,WH_AU,B2C_BUNDLE,,76.45,6.84,5.36,4.6,16.799999999999997,15.61,3.44,2.08,8.24,1.11,30.480000000000004,29.17,0.3816,2,2,2025-09-23,2025-09-23 00:00:00,2025-09-24 05:00:00,2025-09-25 13:00:00,18
357,2025-02-10,2025-02,US,DTC,SHOP_US,WH_EU_DE,WH_AU,B2C_PROMO,,195.54,15.01,10.54,8.89,34.44,38.32,9.88,5.32,20.25,3.03,76.80000000000001,84.29999999999998,0.4311,4,1,2025-02-10,2025-02-10 00:00:00,2025-02-10 10:00:00,2025-02-12 15:00:00,6
358,2025-09-02,2025-09,UK,AMZ,SHOP_EU,WH_US_EAST,WH_US_WEST,B2C_STD,,41.28,4.11,3.11,0.91,8.13,8.25,1.69,0.93,4.95,0.67,16.490000000000002,16.659999999999997,0.4036,4,1,2025-09-02,2025-09-02 00:00:00,2025-09-02 10:00:00,2025-09-06 21:00:00,27
359,2026-01-10,2026-01,UK,AMZ,SHOP_US,WH_UK,WH_AU,B2C_STD,,138.36,12.94,4.81,5.25,23.0,21.75,10.83,6.62,19.41,1.71,60.32,55.04000000000001,0.3978,3,2,2026-01-10,2026-01-10 01:00:00,2026-01-10 12:00:00,2026-01-13 23:00:00,21
360,2025-08-30,2025-08,US,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_BUNDLE,CAMP002,127.26,10.31,11.81,3.4,25.52,27.8,4.65,4.76,10.88,1.97,50.06,51.68000000000001,0.4061,1,2,2025-08-30,2025-08-30 01:00:00,2025-08-30 20:00:00,2025-08-31 20:00:00,8
361,2025-06-22,2025-06,DE,DTC,SHOP_UK,WH_UK,WH_EU_DE,B2C_STD,,103.57,7.13,3.97,4.8,15.899999999999999,20.75,5.03,4.14,8.81,1.47,40.2,47.469999999999985,0.4583,3,3,2025-06-22,2025-06-22 01:00:00,2025-06-22 07:00:00,2025-06-23 11:00:00,28
362,2025-09-23,2025-09,UK,AMZ,SHOP_EU,WH_US_WEST,WH_US_WEST,B2C_STD,,116.81,3.89,6.18,8.31,18.380000000000003,26.46,3.66,5.53,16.3,2.23,54.18,44.25000000000001,0.3788,5,2,2025-09-23,2025-09-23 00:00:00,2025-09-23 13:00:00,2025-09-27 03:00:00,27
363,2025-07-18,2025-07,UK,AMZ,SHOP_EU,WH_US_WEST,WH_US_WEST,B2C_STD,CAMP001,146.59,6.76,12.77,6.68,26.21,29.1,6.02,4.45,13.91,4.13,57.61000000000001,62.76999999999999,0.4282,4,2,2025-07-18,2025-07-18 01:00:00,2025-07-18 11:00:00,2025-07-22 03:00:00,2
364,2025-08-19,2025-08,US,AMZ,SHOP_UK,WH_AU,WH_AU,B2C_BUNDLE,,65.5,4.06,4.7,3.31,12.07,10.8,4.52,2.53,8.31,0.79,26.950000000000003,26.479999999999997,0.4043,4,2,2025-08-19,2025-08-19 01:00:00,2025-08-20 01:00:00,2025-08-24 06:00:00,1
365,2026-01-10,2026-01,US,DTC,SHOP_US,WH_EU_DE,WH_UK,B2C_PROMO,CAMP002,155.84,12.46,8.97,6.47,27.9,33.48,6.24,3.3,18.39,3.8,65.21,62.730000000000004,0.4025,2,1,2026-01-10,2026-01-10 00:00:00,2026-01-11 16:00:00,2026-01-18 03:00:00,16
366,2025-06-21,2025-06,UK,AMZ,SHOP_EU,WH_AU,WH_US_WEST,B2C_BUNDLE,,207.2,14.79,13.08,0.85,28.72,34.65,7.05,5.3,28.66,4.92,80.58,97.89999999999999,0.4725,3,1,2025-06-21,2025-06-21 00:00:00,2025-06-22 10:00:00,2025-06-28 03:00:00,7
367,2026-01-17,2026-01,US,DTC,SHOP_EU,WH_UK,WH_US_EAST,B2C_STD,,197.24,9.63,17.72,3.67,31.020000000000003,46.79,10.6,8.86,17.51,2.35,86.11,80.11,0.4062,2,1,2026-01-17,2026-01-17 00:00:00,2026-01-18 02:00:00,2026-01-20 02:00:00,22
368,2025-12-28,2025-12,US,DTC,SHOP_UK,WH_AU,WH_EU_DE,B2C_PROMO,CAMP001,63.86,1.32,3.44,2.51,7.27,13.49,1.95,2.75,5.69,1.82,25.7,30.890000000000004,0.4837,4,3,2025-12-28,2025-12-28 00:00:00,2025-12-29 06:00:00,2026-01-04 20:00:00,24
369,2025-04-13,2025-04,FR,AMZ,SHOP_US,WH_US_EAST,WH_US_EAST,B2C_PROMO,,62.83,4.37,5.71,1.56,11.64,10.41,2.15,1.92,7.48,1.34,23.3,27.889999999999997,0.4439,3,3,2025-04-13,2025-04-13 00:00:00,2025-04-14 01:00:00,2025-04-20 21:00:00,11
370,2025-02-26,2025-02,FR,AMZ,SHOP_EU,WH_UK,WH_EU_DE,B2C_BUNDLE,,89.0,4.32,3.22,1.29,8.830000000000002,21.91,6.26,2.79,13.02,1.54,45.52,34.65,0.3893,3,3,2025-02-26,2025-02-26 01:00:00,2025-02-27 19:00:00,2025-03-02 13:00:00,15
371,2025-03-09,2025-03,US,DTC,SHOP_UK,WH_US_WEST,WH_EU_DE,B2C_MEMBER,,109.44,10.23,9.23,4.41,23.87,22.09,7.5,3.94,11.93,2.75,48.21,37.35999999999999,0.3414,5,1,2025-03-09,2025-03-09 01:00:00,2025-03-10 07:00:00,2025-03-13 15:00:00,13
372,2025-02-07,2025-02,US,AMZ,SHOP_EU,WH_EU_DE,WH_US_WEST,B2C_STD,,119.86,2.68,10.71,3.1,16.490000000000002,18.85,9.08,2.4,12.33,1.82,44.48,58.89000000000001,0.4913,5,2,2025-02-07,2025-02-07 00:00:00,2025-02-07 07:00:00,2025-02-14 04:00:00,24
373,2025-03-07,2025-03,UK,DTC,SHOP_UK,WH_UK,WH_US_WEST,B2C_PROMO,,179.53,14.09,7.67,3.71,25.47,38.18,13.06,4.89,21.99,4.29,82.41000000000001,71.64999999999999,0.3991,1,3,2025-03-07,2025-03-07 01:00:00,2025-03-08 04:00:00,2025-03-12 03:00:00,2
374,2025-10-08,2025-10,US,AMZ,SHOP_US,WH_UK,WH_US_EAST,B2C_STD,CAMP001,42.47,4.85,2.55,1.58,8.98,7.45,2.72,1.11,6.16,0.46,17.9,15.589999999999996,0.3671,5,3,2025-10-08,2025-10-08 01:00:00,2025-10-09 03:00:00,2025-10-11 05:00:00,14
375,2025-02-26,2025-02,US,AMZ,SHOP_US,WH_US_EAST,WH_EU_DE,B2C_PROMO,CAMP002,37.63,1.41,1.56,0.4,3.3699999999999997,8.67,1.23,1.04,5.21,1.01,17.160000000000004,17.1,0.4544,3,1,2025-02-26,2025-02-26 01:00:00,2025-02-26 23:00:00,2025-03-05 06:00:00,24
376,2025-05-28,2025-05,US,DTC,SHOP_US,WH_EU_DE,WH_US_EAST,B2C_STD,CAMP001,116.22,7.81,9.24,8.63,25.68,26.94,8.04,5.13,17.4,2.2,59.71000000000001,30.829999999999984,0.2653,5,3,2025-05-28,2025-05-28 01:00:00,2025-05-29 22:00:00,2025-06-04 07:00:00,6
377,2025-12-06,2025-12,DE,AMZ,SHOP_US,WH_US_WEST,WH_UK,B2C_STD,,183.38,5.34,12.37,12.73,30.44,45.46,13.25,5.21,14.96,4.17,83.05,69.89,0.3811,1,2,2025-12-06,2025-12-06 00:00:00,2025-12-06 06:00:00,2025-12-10 04:00:00,9
378,2025-02-09,2025-02,UK,AMZ,SHOP_EU,WH_UK,WH_US_EAST,B2C_STD,,72.56,5.99,5.4,4.11,15.5,14.53,5.08,1.87,6.38,1.05,28.91,28.150000000000002,0.388,4,1,2025-02-09,2025-02-09 01:00:00,2025-02-10 07:00:00,2025-02-14 01:00:00,28
379,2025-11-25,2025-11,US,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_PROMO,,171.13,12.84,7.49,1.45,21.779999999999998,33.46,9.48,6.01,20.99,4.03,73.97,75.38,0.4405,5,1,2025-11-25,2025-11-25 01:00:00,2025-11-25 07:00:00,2025-11-30 00:00:00,7
380,2025-05-14,2025-05,US,AMZ,SHOP_US,WH_US_EAST,WH_US_EAST,B2C_STD,,87.16,5.29,3.91,5.41,14.61,19.64,3.63,4.01,11.98,2.22,41.480000000000004,31.069999999999993,0.3565,3,2,2025-05-14,2025-05-14 01:00:00,2025-05-15 08:00:00,2025-05-16 11:00:00,18
381,2025-03-16,2025-03,US,AMZ,SHOP_US,WH_AU,WH_AU,B2C_PROMO,CAMP001,224.94,16.23,7.4,14.54,38.17,36.72,16.26,6.13,22.49,4.38,85.98,100.78999999999998,0.4481,4,2,2025-03-16,2025-03-16 00:00:00,2025-03-16 20:00:00,2025-03-22 05:00:00,24
382,2025-10-13,2025-10,UK,AMZ,SHOP_US,WH_US_WEST,WH_AU,B2C_STD,CAMP003,227.05,24.9,11.93,13.95,50.78,46.48,15.07,5.08,21.97,5.08,93.67999999999999,82.59000000000002,0.3638,3,2,2025-10-13,2025-10-13 01:00:00,2025-10-14 11:00:00,2025-10-18 17:00:00,9
383,2025-09-18,2025-09,US,DTC,SHOP_EU,WH_EU_DE,WH_AU,B2C_STD,CAMP001,95.4,3.78,6.6,0.87,11.249999999999998,19.52,7.54,2.93,12.89,1.82,44.699999999999996,39.45000000000001,0.4135,4,3,2025-09-18,2025-09-18 00:00:00,2025-09-18 13:00:00,2025-09-23 12:00:00,23
384,2025-12-18,2025-12,US,AMZ,SHOP_US,WH_UK,WH_UK,B2C_BUNDLE,CAMP002,80.6,1.79,7.26,4.15,13.200000000000001,12.81,3.05,3.42,6.77,2.25,28.3,39.099999999999994,0.4851,3,2,2025-12-18,2025-12-18 00:00:00,2025-12-19 01:00:00,2025-12-23 21:00:00,4
385,2025-10-27,2025-10,DE,DTC,SHOP_US,WH_UK,WH_US_EAST,B2C_STD,CAMP002,120.49,12.79,9.24,8.04,30.07,23.11,4.97,4.4,12.75,2.4,47.629999999999995,42.78999999999999,0.3551,5,1,2025-10-27,2025-10-27 00:00:00,2025-10-28 09:00:00,2025-11-01 10:00:00,9
386,2025-11-21,2025-11,US,AMZ,SHOP_US,WH_US_WEST,WH_US_EAST,B2C_STD,,82.92,6.44,5.01,3.83,15.28,19.51,3.37,3.69,9.57,2.23,38.37,29.270000000000003,0.353,5,2,2025-11-21,2025-11-21 00:00:00,2025-11-22 00:00:00,2025-11-28 05:00:00,4
387,2025-05-14,2025-05,UK,DTC,SHOP_UK,WH_AU,WH_UK,B2C_PROMO,CAMP002,177.92,19.4,17.21,9.2,45.81,41.92,12.39,8.68,21.21,4.63,88.83,43.27999999999999,0.2433,1,1,2025-05-14,2025-05-14 01:00:00,2025-05-15 16:00:00,2025-05-17 07:00:00,12
388,2025-04-06,2025-04,US,AMZ,SHOP_US,WH_UK,WH_EU_DE,B2C_STD,CAMP001,211.73,16.87,17.01,7.76,41.64,33.86,8.33,9.27,27.74,3.86,83.05999999999999,87.02999999999999,0.411,4,1,2025-04-06,2025-04-06 00:00:00,2025-04-07 02:00:00,2025-04-12 21:00:00,4
389,2025-11-01,2025-11,US,DTC,SHOP_UK,WH_US_WEST,WH_US_WEST,B2C_STD,CAMP001,178.08,17.99,16.94,7.53,42.46,28.33,5.94,6.79,18.67,2.6,62.33,73.29,0.4116,1,3,2025-11-01,2025-11-01 00:00:00,2025-11-02 17:00:00,2025-11-04 10:00:00,25
390,2025-11-22,2025-11,US,AMZ,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_STD,CAMP001,211.36,13.31,14.15,0.58,28.04,37.26,16.89,7.36,25.97,3.83,91.30999999999999,92.01000000000003,0.4353,2,2,2025-11-22,2025-11-22 00:00:00,2025-11-22 15:00:00,2025-11-24 06:00:00,24
391,2026-01-28,2026-01,DE,AMZ,SHOP_US,WH_AU,WH_US_WEST,B2C_MEMBER,,117.34,11.15,5.65,6.0,22.8,27.87,3.67,2.49,14.2,3.11,51.34,43.2,0.3682,5,3,2026-01-28,2026-01-28 00:00:00,2026-01-29 04:00:00,2026-02-04 13:00:00,20
392,2025-07-01,2025-07,FR,AMZ,SHOP_UK,WH_EU_DE,WH_UK,B2C_PROMO,,64.39,7.17,2.17,0.42,9.76,10.49,4.62,3.19,7.62,0.94,26.860000000000003,27.77,0.4313,4,2,2025-07-01,2025-07-01 00:00:00,2025-07-01 23:00:00,2025-07-05 06:00:00,14
393,2025-06-16,2025-06,DE,AMZ,SHOP_US,WH_UK,WH_EU_DE,B2C_PROMO,,192.35,14.85,15.55,6.69,37.089999999999996,42.7,9.28,6.06,24.01,3.94,85.99000000000001,69.26999999999998,0.3601,1,2,2025-06-16,2025-06-16 01:00:00,2025-06-17 22:00:00,2025-06-22 04:00:00,24
394,2025-11-11,2025-11,US,AMZ,SHOP_EU,WH_US_WEST,WH_EU_DE,B2C_PROMO,CAMP003,109.3,4.16,4.21,2.56,10.930000000000001,17.5,7.88,2.69,10.73,2.86,41.66,56.709999999999994,0.5188,1,2,2025-11-11,2025-11-11 00:00:00,2025-11-11 10:00:00,2025-11-16 16:00:00,24
395,2025-06-05,2025-06,UK,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_STD,CAMP002,177.68,8.33,9.1,7.75,25.18,37.72,10.26,7.11,15.27,3.03,73.39,79.11,0.4452,2,2,2025-06-05,2025-06-05 01:00:00,2025-06-06 09:00:00,2025-06-08 12:00:00,7
396,2026-01-06,2026-01,US,DTC,SHOP_EU,WH_EU_DE,WH_UK,B2C_STD,,89.54,3.57,6.02,0.96,10.55,16.62,6.72,2.55,7.91,2.05,35.849999999999994,43.140000000000015,0.4818,1,2,2026-01-06,2026-01-06 01:00:00,2026-01-07 09:00:00,2026-01-08 13:00:00,26
397,2025-12-11,2025-12,US,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_BUNDLE,CAMP002,47.87,2.14,3.33,2.65,8.120000000000001,10.96,3.65,1.8,4.58,0.71,21.700000000000003,18.049999999999997,0.3771,3,1,2025-12-11,2025-12-11 00:00:00,2025-12-11 16:00:00,2025-12-17 01:00:00,13
398,2025-07-07,2025-07,FR,AMZ,SHOP_UK,WH_US_WEST,WH_AU,B2C_STD,CAMP002,248.37,12.58,17.89,15.8,46.269999999999996,43.06,7.56,9.34,28.57,3.03,91.56,110.54000000000002,0.4451,5,1,2025-07-07,2025-07-07 01:00:00,2025-07-07 07:00:00,2025-07-09 04:00:00,22
399,2025-11-02,2025-11,US,AMZ,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_STD,CAMP002,64.36,4.86,2.68,0.84,8.38,13.77,2.17,2.15,8.94,1.67,28.700000000000003,27.279999999999994,0.4239,1,2,2025-11-02,2025-11-02 01:00:00,2025-11-02 06:00:00,2025-11-08 02:00:00,8
400,2025-11-03,2025-11,US,DTC,SHOP_US,WH_US_EAST,WH_AU,B2C_STD,CAMP001,247.45,19.5,14.0,2.06,35.56,42.95,10.52,11.16,31.94,2.96,99.52999999999999,112.36,0.4541,1,1,2025-11-03,2025-11-03 01:00:00,2025-11-03 20:00:00,2025-11-08 23:00:00,23
401,2025-03-10,2025-03,US,AMZ,SHOP_US,WH_US_EAST,WH_AU,B2C_STD,CAMP002,245.0,15.35,17.93,2.85,36.13,54.23,15.55,6.85,33.13,3.78,113.53999999999999,95.33000000000001,0.3891,2,3,2025-03-10,2025-03-10 00:00:00,2025-03-11 09:00:00,2025-03-12 21:00:00,5
402,2025-12-27,2025-12,US,AMZ,SHOP_EU,WH_AU,WH_EU_DE,B2C_MEMBER,CAMP003,204.64,16.69,20.03,14.36,51.08,48.57,15.23,6.85,21.4,5.55,97.59999999999998,55.96000000000002,0.2735,3,3,2025-12-27,2025-12-27 00:00:00,2025-12-28 17:00:00,2026-01-01 09:00:00,12
403,2025-08-04,2025-08,US,AMZ,SHOP_EU,WH_UK,WH_EU_DE,B2C_STD,,175.07,4.93,14.17,7.4,26.5,28.48,9.28,6.33,18.96,2.96,66.00999999999999,82.56,0.4716,1,3,2025-08-04,2025-08-04 00:00:00,2025-08-04 09:00:00,2025-08-11 08:00:00,13
404,2025-11-29,2025-11,UK,DTC,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_PROMO,CAMP001,157.12,4.52,14.86,5.87,25.25,37.18,9.48,6.27,16.9,4.63,74.45999999999998,57.410000000000025,0.3654,5,2,2025-11-29,2025-11-29 00:00:00,2025-11-29 10:00:00,2025-12-03 23:00:00,29
405,2025-05-28,2025-05,US,DTC,SHOP_EU,WH_EU_DE,WH_US_EAST,B2C_STD,CAMP002,220.54,8.2,18.38,1.88,28.459999999999997,46.17,8.69,9.6,20.61,6.53,91.6,100.47999999999999,0.4556,5,2,2025-05-28,2025-05-28 00:00:00,2025-05-28 08:00:00,2025-05-31 23:00:00,20
406,2025-12-24,2025-12,FR,AMZ,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_MEMBER,,93.68,6.73,6.69,4.87,18.290000000000003,15.24,6.58,2.98,7.9,1.44,34.14,41.25,0.4403,1,1,2025-12-24,2025-12-24 00:00:00,2025-12-24 10:00:00,2025-12-26 17:00:00,14
407,2025-06-23,2025-06,DE,DTC,SHOP_US,WH_US_EAST,WH_US_WEST,B2C_STD,CAMP001,132.89,5.5,5.77,9.23,20.5,25.62,10.41,5.23,16.13,1.44,58.83,53.55999999999999,0.403,3,1,2025-06-23,2025-06-23 00:00:00,2025-06-24 13:00:00,2025-06-28 20:00:00,28
408,2025-02-04,2025-02,US,DTC,SHOP_US,WH_UK,WH_UK,B2C_STD,CAMP002,166.27,8.04,12.75,11.02,31.81,27.62,7.22,4.08,24.81,4.01,67.74000000000001,66.72,0.4013,5,1,2025-02-04,2025-02-04 01:00:00,2025-02-05 12:00:00,2025-02-08 14:00:00,18
409,2025-12-28,2025-12,US,AMZ,SHOP_US,WH_AU,WH_UK,B2C_PROMO,,120.46,7.23,8.87,6.03,22.130000000000003,26.51,6.59,5.78,11.04,2.29,52.21,46.11999999999998,0.3829,5,3,2025-12-28,2025-12-28 01:00:00,2025-12-28 17:00:00,2026-01-01 23:00:00,27
410,2025-03-06,2025-03,US,DTC,SHOP_US,WH_US_WEST,WH_US_WEST,B2C_PROMO,CAMP001,124.05,12.55,8.95,0.75,22.25,28.02,4.26,3.91,10.33,1.49,48.01,53.79,0.4336,3,3,2025-03-06,2025-03-06 00:00:00,2025-03-07 09:00:00,2025-03-12 18:00:00,24
411,2025-05-28,2025-05,UK,AMZ,SHOP_US,WH_US_WEST,WH_US_WEST,B2C_STD,CAMP001,102.66,2.2,6.6,0.92,9.72,16.49,5.95,4.3,13.81,2.48,43.029999999999994,49.910000000000004,0.4862,3,3,2025-05-28,2025-05-28 01:00:00,2025-05-29 05:00:00,2025-06-01 19:00:00,25
412,2026-01-13,2026-01,US,AMZ,SHOP_US,WH_EU_DE,WH_US_WEST,B2C_STD,,154.13,13.09,10.33,0.61,24.03,30.92,8.5,3.18,15.06,1.64,59.300000000000004,70.79999999999998,0.4594,1,3,2026-01-13,2026-01-13 00:00:00,2026-01-14 00:00:00,2026-01-18 03:00:00,20
